国家,生产厂商
苏/俄,金兹堡，特罗扬诺夫与OKMO设计局
苏/俄,科京设计所
苏/俄,尼古拉斯Astrov＆N科济列夫，37工厂
苏/俄,第520设计局
苏/俄,OKMO坦克设计局
苏/俄,车里雅宾斯克基洛夫工厂设计局
苏/俄,苏联第九兵工厂
苏/俄,185工厂
德国,克鲁勃公司
德国,MAN，戴姆勒·奔驰
德国,戴姆勒·奔驰
捷克,捷克斯洛伐克斯柯达厂（Skoda）
德国,克虏伯
德国,CKD公司
德国,保时捷车厂
法国,索玛（Somua）公司
捷克,布莱达公司
法国,雷诺公司、AMX
法国,雷诺公司
法国,法国地中海冶金造船厂
法国,哈奇开斯有限公司
美国,埃默松公司电子和宇宙空间分公司
美国,洛根制造公司
中国,201所
加拿大,瑞士莫瓦格公司
中国,541总厂
智利,卡登工业公司 
智利,卡登工业公司
土耳其,奥托卡（Otokar）公司
苏/俄,卢茨克机车厂
中国,中国的北方工业公司（NORINCO)
意大利,奥托·梅莱拉公司，依维柯·菲亚特公司
德国,莱茵钢铁公司，克鲁伯马克公司
法国,罗昂制造厂 
德国,莱茵金属公司地面系统分部
法国,罗昂制造厂
苏/俄,前捷克斯洛伐克和俄罗斯的国家兵工厂
前南斯拉夫,前南斯拉夫国家兵工厂
苏/俄,俄罗斯图拉设计局
苏/俄,俄罗斯国家兵工厂
苏/俄,伏尔加格勒拖拉机厂(俄罗斯，伏尔加格勒)。
德国,波尔舍公司
日本, 日本制钢所
罗马尼亚, ROMARMSA
苏/俄,Kurganmashzavod
韩国,大宇重工业公司（韩国，首尔）
意大利,菲亚特公司和奥托·梅拉拉公司
奥地利,施泰尔-戴姆勒-普赫公司（奥地利，维也纳）、 圣·芭芭拉公司（西班牙，马德里）
美国,美国食品机械化学(FMC)公司 
美国,联合防务LP公司
意大利,意大利陆军机动车辆技术局
意大利,依维柯·菲亚特公司
土耳其,FNSS防务系统公司
瑞典,HB乌特维克林(HBVtvcckling)
法国,潘哈德公司
英国,BAE系统地面系统分公司
法国,潘哈德和勒瓦索尔机械制造公司
美国,达信海上与地面系统公司
法国,地面武器工业集团(GIAT)和雷诺公司
南非,南非桑达克·奥斯特瑞尔·比派克公司
西班牙,西班牙陆军和毕加素公司
中国,中国北方工业公司与美国食品机械化学公司
美国,O’Gara_Hess&Eisenhardt公司(美国，俄亥俄州，费厄菲尔德)
美国,凯迪拉克·盖奇公司
中国,中国北方工业(集团)总公司与英国维克斯公司防务系统分部
中国,中国陕西宝鸡特种车辆厂
中国,  
美国,怀特汽车公司
美国,通用汽车公司
日本,日防卫省技术研究本部
美国,斯图贝克（Studebaker）制造商
捷克,捷克斯洛伐克斯柯达厂
法国,索玛公司、法国地中海冶金造船厂
捷克,CKD公司
捷克,斯柯达公司
英国,阿尔维斯有限公司 
苏/俄,基洛夫工厂和伏尔加格勒拖拉机厂
苏/俄,莫洛托夫高尔基汽车厂
苏/俄,苏联杰特科夫设计局
英国,北爱尔兰肖特公司
英国,战车研发院(FVRDE)
巴西,恩格萨特种工程公司
斯洛伐克,喀拉金属有限公司
罗马尼亚,ROMARM有限公司
英国,英国阿尔维斯公司
瑞士,莫瓦格公司
英国,格罗弗·韦布有限公司
匈牙利,匈牙利国家兵工厂
西班牙,恩普雷萨国家汽车公司
英国,考文垂阿尔维斯公司
土耳其,O-tokar Otobus Karoseri Sanayi As
美国,福特汽车
德国,莱茵金属地面系统公司
英国,戴姆勒有限公司
英国,彭曼工程公司霍特斯伯装甲产品分公司
苏/俄,齐斯工厂
美国,怀特汽车公司（White Motor）
苏/俄,俄罗斯穆罗姆内燃机车公司
苏/俄,高尔基城高尔基汽车厂
德国,蒂森·亨舍尔公司
奥地利,绍勒尔-威克公司（今施泰尔-戴姆勒-普赫公司，位于奥地利维也纳）
南非,阿尔维斯OMC公司
南非,TFM公司
伊朗,伊朗防务工业组织莎伊德·杜兹工业公司
荷兰,SP宇航与车辆系统公司
新加坡,新加坡技术动力公司
日本,三菱重工业公司，小松制作所
南非,BAE系统公司地面系统OMC部
美国,博格华纳公司在美国运输工程指挥部
英国,阿尔维斯有限公司
中国,中国北方工业(集团)总公司 
德国,克劳斯-玛菲·魏格曼公司
英国,GKN-“桑基”公司
法国,法国贝利埃公司
瑞典,赫格隆和索纳公司
美国,美国食品机械化学公司
日本,三菱重工业公司，小松制作所 (Komatsu)，日立制作所(Hiachi)，日本电气(Nippon Eletric)公司和神户制钢所(Kobe Iron Works)
美国,FMC公司(美国)
美国,弗纳(Veme)公司
瑞典,BAE系统地面系统分公司-赫格隆
瑞典,阿尔维斯·赫格隆公司
意大利,意卡罗兹尼亚·博尼斯基公司和依维柯公司
德国,莱茵金属公司地面系统分部(德国，卡塞尔)
英国,MRAV(国际)
葡萄牙,BRAVIA SARL公司
意大利,依维柯/奥托·梅莱拉公司
西班牙,恩普雷萨国营汽车公司
德国,莱茵金属公司地面系统分部(德国，卡塞尔
意大利,伊维科-菲亚特公司防务车辆分部 奥托·梅拉拉公司
德国,德国蒂森机械制造厂
瑞士,瑞士莫瓦格公司
巴西,恩格萨特种工程公司 
英国,GKN防务公司
南非,BAE系统公司陆地系统OMC分部
比利时,BN金属构件厂 （BN Constructions Ferroviaires et MetalliquesBE）
土耳其,Otokar Otobus Karoseri Sanayi AS（土耳其，阿达帕扎勒）
瑞士,莫瓦格汽车制造公司(瑞士，克罗伊茨林根)
英国,格罗弗·韦布公司
美国,食品机械化学公司军械分部 
加拿大,加拿大通用汽车公司柴油机分部(今加拿大通用动力公司地面系统加拿大分部)
埃及,纳赛尔汽车厂
捷克,捷克斯洛伐克 CS  
英国,BAE系统公司地面系统分部
苏/俄,俄罗斯国有生产工厂
芬兰,帕提亚防务集团公司
加拿大,加拿大通用汽车公司柴油机分部
苏/俄,阿尔扎马斯(Arzamas)兵工厂
乌克兰,ADCOM国际集团
罗马尼亚,苏联高尔基汽车厂
意大利,依维柯公司(意大利，博尔查诺)
法国,雷诺车辆工业公司和克勒索-卢瓦尔工业公司
美国,美国通用动力公司地面系统部
法国,大西洋机械制造厂
中国,中国北方车辆研究所
伊朗,沙希德·科拉多茨工业集团
伊朗,伊朗国防工业机构沙希德·科拉杜兹工业公司
美国,食品机械公司和凯萨铝化学公司
爱尔兰,爱尔兰技术投资有限公司（Technology Investments LimitedIE）
美国,食品机械化学公司军械分部
法国, 大西洋机械制造厂 
美国,联邦汽车有限公司
德国, 蒂森·亨舍尔公司
美国,泰特拉达因公司
美国,卡登工业公司
意大利,伊维科防务车辆分部
比利时,贝赫曼-德默恩工程公司
美国,阿德莫尔汽车公司，金刚石T汽车公司
巴西,佩萨斯汽车公司
美国,万国收割机公司
英国,霍特斯伯装甲产品有限公司
苏/俄,车里雅宾斯克拖拉机工厂的科金设计局
英国,维克斯公司防务系统分部，比利时贝赫曼·德默恩工程公司
以色列,拉姆塔结构与系统公司
西班牙,ENISA公司
南非,麦奇姆公司(南非，希威尔顿)
法国,索弗拉姆公司(法国，Hangenbieten)
新加坡,新加坡技术动力有限公司
西班牙,桑塔纳汽车公司
英国,路虎汽车公司
英国,约旦阿卜杜拉二世设计与开发局，英国SHP汽车运动公司
苏/俄,前苏联高尔基汽车厂
南非,南非，比勒陀利亚
中国,南京依维柯公司
美国,西诺斯公司
美国,美国切诺斯(ChenowTH)公司
美国,AMG公司
苏/俄,高尔基车辆制造厂
苏/俄,俄罗斯军事工程中心，巴乌曼莫斯科国立技术大学轮式车辆教研室
苏/俄,维津斯基厂
苏/俄,Izhorskij工厂
苏/俄,Izhorskiy工厂
苏/俄,Izhorskiy工厂设计局
